,name,orgs_name,gists,following,public repos,followers,Deep Learning Community,contributions,year
0,tensorflower-gardener,0,0,0,0,172,Tensorflow,9128,2
1,ilblackdragon,2,11,9,32,361,Tensorflow,409,8
2,kosklain,0,0,0,12,14,Tensorflow,351,7
3,chadkennedyonline,0,0,0,3,1,Tensorflow,11,3
4,ringw,2,2,6,18,79,Tensorflow,11,6
5,daj,0,6,7,27,12,Tensorflow,1086,7
6,Lewuathe,3,93,194,86,147,Tensorflow,233,6
7,znah,0,0,0,16,67,Tensorflow,11,6
8,alanhdu,1,15,7,70,17,Tensorflow,11,6
9,alsrgv,0,6,3,7,34,Tensorflow,11,2
10,AndreiCostinescu,0,0,4,16,2,Tensorflow,10,4
11,andrewcmyers,2,0,12,13,37,Tensorflow,10,5
12,sanjoy,4,5,25,29,147,Tensorflow,10,9
13,RNabel,0,2,12,36,26,Tensorflow,32,3
14,ArtsiomCh,0,0,0,11,1,Tensorflow,10,3
15,goat000,0,0,0,2,5,Tensorflow,10,7
16,jjsjann123,0,0,0,21,0,Tensorflow,10,5
17,yongtang,4,0,0,12,130,Tensorflow,215,4
18,danijar,2,21,35,55,419,Tensorflow,10,6
19,dgboy2000,0,2,1,18,12,Tensorflow,10,8
20,flx42,1,1,4,25,134,Tensorflow,10,5
21,purpledog,1,0,0,0,41,Tensorflow,10,7
22,gautam1858,2,1,7,29,15,Tensorflow,10,5
23,PuchatekwSzortach,0,1,0,26,8,Tensorflow,10,3
24,tatianashp,1,0,0,2,23,Tensorflow,32,7
25,taion,8,11,1,67,584,Tensorflow,9,6
26,johntbates,0,3,0,5,8,Tensorflow,9,7
27,vrv,0,1,3,6,468,Tensorflow,9,8
28,suharshs,2,4,9,15,102,Tensorflow,9,6
29,samjabrahams,0,0,6,27,275,Tensorflow,206,3
30,JoshVarty,0,190,17,29,60,Tensorflow,9,7
31,kemaswill,0,1,5,62,33,Tensorflow,9,6
32,k-w-w,2,0,0,2,27,Tensorflow,9,1
33,Kongsea,0,3,9,57,12,Tensorflow,9,5
34,markmcd,2,13,16,29,159,Tensorflow,9,9
35,blakehechtman,0,0,0,0,1,Tensorflow,31,5
36,nikhilmishra000,0,0,0,8,2,Tensorflow,9,4
37,ScorpioCPH,2,0,75,49,24,Tensorflow,9,5
38,rachellim,2,0,0,0,15,Tensorflow,9,4
39,scottcjt,0,0,0,3,1,Tensorflow,9,1
40,sjperkins,4,4,7,20,6,Tensorflow,9,5
41,tfboyd,1,0,0,7,52,Tensorflow,187,2
42,MarkDaoust,1,1,0,11,41,Tensorflow,8,6
43,liuyipei,0,0,1,3,2,Tensorflow,8,5
44,yilei,4,0,41,15,97,Tensorflow,8,7
45,ybbaigo,0,2,8,49,11,Tensorflow,8,8
46,wchargin,2,107,5,48,69,Tensorflow,31,5
47,yanivbl6,0,0,0,2,0,Tensorflow,8,2
48,jinze1994,0,0,3,9,7,Tensorflow,8,3
49,lspvic,0,0,8,10,14,Tensorflow,8,5
50,mdfaijul,0,0,0,0,1,Tensorflow,8,1
51,jalammar,0,4,9,11,143,Tensorflow,8,7
52,ajschumacher,1,20,416,240,280,Tensorflow,8,7
53,bixia1,0,0,0,0,0,Tensorflow,184,0
54,annarev,2,0,1,4,118,Tensorflow,7,2
55,alinas,1,0,0,3,4,Tensorflow,7,7
56,anand-c-goog,0,0,0,2,0,Tensorflow,7,2
57,sidneyyan,0,0,1,5,1,Tensorflow,29,5
58,dubey,2,1,3,6,24,Tensorflow,7,6
59,bpiel,0,1,0,31,22,Tensorflow,7,7
60,borispf,0,1,0,13,3,Tensorflow,7,7
61,betterenvi,0,0,15,30,27,Tensorflow,7,4
62,cshallue,0,0,0,2,63,Tensorflow,7,2
63,comicchang,0,3,30,25,15,Tensorflow,7,7
64,craigcitro,10,1,23,73,495,Tensorflow,179,8
65,ibab,8,18,67,88,444,Tensorflow,7,7
66,blodan,0,0,5,4,4,Tensorflow,7,6
67,decentralion,2,14,35,70,1009,Tensorflow,7,6
68,agramesh1,0,0,0,0,0,Tensorflow,29,1
69,dantkz,0,0,11,8,9,Tensorflow,7,5
70,dhananjay92,2,8,0,38,69,Tensorflow,7,5
71,hfp,1,0,8,11,47,Tensorflow,7,4
72,ilya-edrenkin,0,0,3,9,17,Tensorflow,7,3
73,selcouthlyBlue,0,0,7,23,5,Tensorflow,6,3
74,jthestness,0,0,0,1,2,Tensorflow,6,1
75,jonathanasdf,1,1,0,18,20,Tensorflow,6,8
76,progwolff,0,0,0,9,0,Tensorflow,178,4
77,rjpower,1,32,1,59,80,Tensorflow,6,7
78,laszlocsomor,0,5,0,10,13,Tensorflow,6,3
79,skye,1,0,0,9,58,Tensorflow,28,9
80,allenlavoie,2,0,0,8,109,Tensorflow,6,5
81,Nayana-ibm,0,0,1,5,5,Tensorflow,6,2
82,rxwei,3,5,14,50,94,Tensorflow,6,7
83,bryant1410,3,6,106,3932,153,Tensorflow,6,5
84,shreyneil,0,0,1,25,3,Tensorflow,6,2
85,smit-hinsu,1,0,3,1,5,Tensorflow,6,6
86,qbx2,0,7,16,41,23,Tensorflow,6,5
87,ssjhv,1,0,0,0,9,Tensorflow,6,2
88,suryabhupa,3,5,53,43,75,Tensorflow,177,5
89,shivaniag,0,0,2,3,1,Tensorflow,6,2
90,theflofly,0,17,9,6,46,Tensorflow,26,5
91,tadeegan,3,12,94,63,40,Tensorflow,6,5
92,pwnall,6,28,58,239,514,Tensorflow,6,10
93,aselle,1,0,0,14,324,Tensorflow,6,8
94,victorhcm,0,9,26,25,7,Tensorflow,6,5
95,yanchen036,0,0,5,19,3,Tensorflow,6,5
96,yk5,0,0,0,4,5,Tensorflow,6,2
97,ngc92,0,1,7,23,3,Tensorflow,6,4
98,ninotoshi,0,20,0,11,0,Tensorflow,173,5
99,nolanliou,0,3,17,2,2,Tensorflow,6,1
100,xmbrst,0,0,0,1,1,Tensorflow,6,3
101,jbedorf,0,0,0,5,11,Tensorflow,26,6
102,Mistobaan,0,65,71,346,52,Tensorflow,6,9
103,abhitopia,0,3,9,61,9,Tensorflow,6,3
104,jvdillon,3,0,2,1,25,Tensorflow,6,7
105,4F2E4A2E,0,6,8,15,4,Tensorflow,6,9
106,4d55397500,0,12,1,33,10,Tensorflow,5,5
107,inflation,0,3,5,31,9,Tensorflow,5,6
108,abhinav-upadhyay,0,9,57,40,38,Tensorflow,5,8
109,nsuke,1,6,5,17,14,Tensorflow,171,6
110,elqursh,0,0,0,1,0,Tensorflow,5,7
111,yardstick17,0,5,14,35,27,Tensorflow,5,3
112,alextp,3,24,4,14,252,Tensorflow,36,10
113,hunkim,0,1,13,36,1894,Tensorflow,338,7
114,taknevski,0,0,0,6,1,Tensorflow,5,4
115,adarob,2,0,0,11,600,Tensorflow,5,7
116,andreas-eberle,2,18,0,17,14,Tensorflow,5,4
117,a-dai,0,0,0,1,11,Tensorflow,5,3
118,concretevitamin,2,11,32,45,216,Tensorflow,5,7
119,andykernahan,0,0,1,11,3,Tensorflow,5,9
120,adaitche,0,0,0,7,1,Tensorflow,5,1
121,powderluv,0,0,0,45,4,Tensorflow,5,9
122,bstriner,0,5,1,54,144,Tensorflow,1030,3
123,bowang,0,1,1,17,10,Tensorflow,171,8
124,qmick,0,1,25,9,19,Tensorflow,26,4
125,cssndrx,0,0,3,3,6,Tensorflow,5,6
126,chihuahua,1,8,7,23,92,Tensorflow,5,5
127,mhong,1,0,0,1,11,Tensorflow,5,7
128,ChrisAntaki,3,11,24,116,140,Tensorflow,5,7
129,cjauvin,1,69,10,67,18,Tensorflow,5,8
130,boeddeker,0,1,3,27,3,Tensorflow,5,3
131,rohan100jain,2,0,0,6,74,Tensorflow,5,9
132,chrisyeh96,0,1,1,15,6,Tensorflow,5,4
133,xodus7,0,0,0,2,0,Tensorflow,5,2
134,dgrazian,0,0,0,0,0,Tensorflow,5,6
135,lakshayg,0,2,0,34,43,Tensorflow,26,4
136,drasmuss,1,0,1,11,21,Tensorflow,165,6
137,darcyliu,2,44,39,8,141,Tensorflow,5,8
138,smistad,0,0,21,41,126,Tensorflow,5,8
139,theweiho,0,0,0,2,13,Tensorflow,5,4
140,siddharth-agrawal,1,2,3,17,105,Tensorflow,5,6
141,fangweili,0,1,0,1,3,Tensorflow,5,6
142,fritzo,4,3,23,38,88,Tensorflow,5,7
143,josh11b,1,0,0,1,87,Tensorflow,5,3
144,gustavla,3,4,5,28,144,Tensorflow,5,7
145,lihanchen,0,0,0,21,0,Tensorflow,4,5
146,qlzh727,1,0,0,2,7,Tensorflow,24,5
147,hprovenza,0,0,13,19,3,Tensorflow,164,5
148,igormq,0,7,26,26,44,Tensorflow,4,7
149,javiribera,0,1,2,19,3,Tensorflow,4,5
150,benoitsteiner,1,0,0,5,360,Tensorflow,4,4
151,keveman,0,6,2,7,132,Tensorflow,4,8
152,asimshankar,1,7,0,12,142,Tensorflow,4,10
153,langmore,1,1,5,7,24,Tensorflow,4,8
154,yuanbyu,0,0,0,2,23,Tensorflow,4,6
155,meheffernan,0,0,0,0,2,Tensorflow,4,4
156,saeta,5,3,15,29,118,Tensorflow,4,7
157,dongjoon-hyun,2,0,200,135,155,Tensorflow,24,4
158,lukeiwanski,0,0,7,12,52,Tensorflow,4,4
159,itsmeolivia,0,0,0,41,14,Tensorflow,162,6
160,sukritiramesh,0,0,0,1,6,Tensorflow,4,8
161,meteorcloudy,3,4,7,23,89,Tensorflow,4,5
162,gunan,1,0,0,8,199,Tensorflow,4,4
163,fchollet,2,8,0,7,5477,Tensorflow,4,7
164,ppwwyyxx,4,10,42,39,1323,Tensorflow,4,6
165,rmlarsen,1,0,0,1,72,Tensorflow,4,2
166,charlesnicholson,0,6,0,11,11,Tensorflow,4,6
167,yuefengz,2,0,19,5,116,Tensorflow,4,6
168,Artem-B,2,3,2,11,77,Tensorflow,24,8
169,frankchn,2,3,2,21,132,Tensorflow,4,7
170,davidsoergel,2,0,0,30,103,Tensorflow,143,6
171,jpienaar,2,1,0,2,9,Tensorflow,4,7
172,zheng-xq,0,0,0,3,39,Tensorflow,4,3
173,vincentvanhoucke,1,0,0,3,320,Tensorflow,4,3
174,martinwicke,2,1,2,11,357,Tensorflow,4,7
175,facaiy,0,0,28,21,47,Tensorflow,4,7
176,mahmoud-abuzaina,0,0,0,2,2,Tensorflow,4,1
177,nsthorat,1,9,2,10,190,Tensorflow,4,7
178,case540,2,0,0,5,52,Tensorflow,4,6
179,dansbecker,0,10,0,17,110,Tensorflow,24,6
180,isaprykin,1,1,3,2,29,Tensorflow,4,8
181,samikama,0,0,0,13,2,Tensorflow,4,3
182,dave-andersen,2,1,0,23,238,Tensorflow,143,7
183,rryan,4,7,37,51,98,Tensorflow,4,10
184,sb2nov,3,5,10,12,626,Tensorflow,4,6
185,jendap,0,0,0,20,17,Tensorflow,4,7
186,mrry,0,3,7,18,334,Tensorflow,4,8
187,akshayka,2,2,3,13,127,Tensorflow,4,6
188,jeffreyadean,0,0,0,0,237,Tensorflow,4,4
189,eliben,3,17,0,36,1846,Tensorflow,4,7
190,ilya-biryukov,0,3,7,11,6,Tensorflow,24,7
191,iganichev,1,2,0,3,31,Tensorflow,4,4
192,learyg,0,1,0,0,7,Tensorflow,130,4
193,DavidNorman,1,0,16,9,15,Tensorflow,3,7
194,kayzhu,3,6,14,13,64,Tensorflow,3,6
195,sguada,1,1,0,12,282,Tensorflow,3,6
196,aaroey,2,0,22,2,186,Tensorflow,3,1
197,miaout17,2,33,49,41,51,Tensorflow,3,10
198,majnemer,3,0,0,5,71,Tensorflow,3,8
199,yifeif,2,0,6,5,275,Tensorflow,3,7
200,ukoxyz,3,0,1,1,9,Tensorflow,3,6
201,pvaneck,0,0,3,23,7,Tensorflow,23,6
202,nealwu,2,0,14,25,340,Tensorflow,3,7
203,sherrym,0,0,0,3,168,Tensorflow,3,3
204,akshaym,1,1,0,2,37,Tensorflow,127,9
205,Androbin,3,0,11,53,10,Tensorflow,3,3
206,taehoonlee,2,0,73,23,142,Tensorflow,3,5
207,RenatoUtsch,1,12,17,37,29,Tensorflow,3,7
208,rinugun,0,0,0,0,3,Tensorflow,3,6
209,jsimsa,2,0,0,8,39,Tensorflow,3,7
210,ManHyuk,12,1,3,40,15,Tensorflow,3,3
211,imsheridan,0,0,22,20,4,Tensorflow,3,6
212,ispirmustafa,0,0,0,2,8,Tensorflow,23,2
213,zasdfgbnm,0,5,11,66,14,Tensorflow,3,7
214,ebrevdo,0,0,0,22,199,Tensorflow,3,6
215,alanyee,0,1,9,49,14,Tensorflow,3,6
216,angersson,1,0,0,2,56,Tensorflow,126,1
217,lukaszkaiser,1,0,1,3,236,Tensorflow,3,7
218,yzhwang,3,7,32,32,125,Tensorflow,3,7
219,protoget,2,7,8,33,46,Tensorflow,3,5
220,guschmue,0,5,0,5,8,Tensorflow,3,2
221,wujingyue,0,3,0,13,24,Tensorflow,3,6
222,rongjiecomputer,0,4,4,18,7,Tensorflow,3,3
223,philstahlfeld,0,0,0,5,3,Tensorflow,36,6
